sentence1,sentence2,similarity
权威类型,权威类型,entailment
登记次数,登记次数,entailment
户籍地址,户籍地址,entailment
籍贯地址,籍贯地址,entailment
证件类型代码,身份证件类型代码,entailment
证件类型名称,身份证件类型,entailment
证件号码,身份证件号码,entailment
姓名,姓名,entailment
出生地址,出生地址,entailment
居住地址,居住地址,entailment
产权地址,产权地址,entailment
其他地址,其他地址,entailment
证件类型代码,身份证件类型代码,entailment
证件类型名称,身份证件类型,entailment
证件号码,身份证件号码,entailment
姓名,姓名,entailment
电子邮箱地址,电子邮箱,entailment
QQ,QQ号码,entailment
微信,微信号,entailment
身份证号,公民身份号码,entailment
证照编号,证照编号,entailment
证件名称,身份证件类型,entailment
证照状态,证照状态,entailment
照片,个人照片,entailment
发证时间,发证时间,entailment
发证单位,发证单位,entailment
姓名,姓名,entailment
证件类型,身份证件类型,entailment
证件编号,身份证件号码,entailment
身份证号,公民身份号码,entailment
出生日期,出生日期,entailment
国籍,国籍,entailment
民族,民族,entailment
性别,性别,entailment
证件签发日期,签发日期_证件签发日期,entailment
证件有效期,证件有效期,entailment
姓名,姓名,entailment
性别,性别,entailment
身份证,公民身份号码,entailment
个人荣誉序号,荣誉序号,entailment
工作单位,工作单位,entailment
工作单位统一社会信用代码,工作单位统一社会信用代码,entailment
荣誉性质,荣誉性质,entailment
荣誉认定时间,荣誉认定时间,entailment
荣誉证书编号,荣誉证书编号,entailment
荣誉证书文号,荣誉证书文号,entailment
荣誉级别,荣誉级别,entailment
荣誉描述,荣誉内容,entailment
评定机关,评定机关,entailment
专利号,专利号,entailment
事例发生时间,事例发生时间,entailment
捐赠现金,捐赠金额,entailment
捐赠物资折价,捐赠物资折价,entailment
何种奖励,奖励名称,entailment
区域编码,行政区划代码,entailment
区域名称,行政区划名称,entailment
姓名,姓名,entailment
身份证,公民身份号码,entailment
性别,性别,entailment
处罚名称,处罚名称,entailment
处罚内容,处罚内容,entailment
处罚日期,处罚日期,entailment
处罚事由（违法事实）,处罚事由,entailment
处罚依据,处罚依据,entailment
处罚机关,处罚机关,entailment
处罚种类,处罚种类,entailment
处罚执行情况,处罚执行情况,entailment
处罚决定书文号,处罚决定书文号,entailment
区域编码,行政区划代码,entailment
姓名,姓名,entailment
性别,性别,entailment
身份证,公民身份号码,entailment
个人不良行为序号,个人不良行为序号,entailment
不良行为发生时间,不良行为发生日期,entailment
行为名称,行为名称,entailment
行为描述,行为描述,entailment
工作单位,工作单位,entailment
工作单位统一社会信用代码,工作单位统一社会信用代码,entailment
处理决定,处理决定,entailment
决定时间,决定时间,entailment
处理意见,处理意见,entailment
处罚决定书文号,处罚决定书文号,entailment
处罚日期,处罚日期,entailment
处罚事由,处罚事由,entailment
处罚种类,处罚种类,entailment
区域编码,行政区划代码,entailment
身份证号码,公民身份号码,entailment
姓名,姓名,entailment
性别,性别,entailment
出生日期,出生日期,entailment
户籍详址,户籍地址区划内详细地址,entailment
户籍省县,户籍地省市区县,entailment
婚姻状况,婚姻状况,entailment
籍贯,籍贯,entailment
现住地址,现居地址,entailment
重点关注原因,重点关注原因,entailment
犯罪内容,犯罪内容,entailment
文化程度,学历,entailment
入监时间,服刑入监时间,entailment
释放时间,刑满释放时间,entailment
减刑、假释情况,减刑假释情况,entailment
罪名,罪名,entailment
矫正类别,矫正类别,entailment
矫正期限,矫正期限,entailment
区域名称,行政区划名称,entailment
区域行政区划代码,行政区划代码,entailment
所属社区,所在社区,entailment
证件类型代码,身份证件类型代码,entailment
证件类型名称,身份证件类型,entailment
证件号码,身份证件号码,entailment
姓名,姓名,entailment
性别,性别,entailment
出生日期,出生日期,entailment
与户主关系代码,与户主关系代码,entailment
与户主关系,与户主关系,entailment
户主是否本人,户主是否本人,entailment
户主姓名,户主姓名,entailment
户主证件类型,户主证件类型,entailment
户主证件号码,户主证件号码,entailment
户类型,户籍类型,entailment
户号,户号,entailment
户主性别,户主性别,entailment
证件类型代码,身份证件类型代码,entailment
证件类型名称,身份证件类型,entailment
证件号码,身份证件号码,entailment
姓名,姓名,entailment
性别,性别,entailment
父亲证件类型,父亲身份证件类型,entailment
父亲证件号,父亲身份证件号码,entailment
父亲姓名,父亲姓名,entailment
父亲生理状态,父亲生理状态,entailment
母亲证件类型,母亲身份证件类型,entailment
母亲证件号,母亲身份证件号码,entailment
母亲姓名,母亲姓名,entailment
母亲生理状态,母亲生理状态,entailment
证件类型代码,身份证件类型代码,entailment
证件类型名称,身份证件类型,entailment
证件号码,身份证件号码,entailment
姓名,姓名,entailment
性别,性别,entailment
孩次,生育孩次,entailment
子女证件类型,子女身份证件类型,entailment
子女证件号码,子女身份证件号码,entailment
子女姓名,子女姓名,entailment
子女性别,子女性别,entailment
子女生理状态,子女生理状态,entailment
证件类型代码,身份证件类型代码,entailment
证件类型名称,身份证件类型,entailment
证件号码,身份证件号码,entailment
姓名,姓名,entailment
性别,性别,entailment
年龄,年龄,entailment
消费类型,消费类型,entailment
消费内容,消费内容,entailment
消费金额,消费金额,entailment
消费时间,消费时间,entailment
结算方式,结算方式,entailment
采矿权人姓名,结算方式,contradiction
采矿权人身份证号,采矿权人姓名,contradiction
采矿权许可证号,采矿权人公民身份号码,contradiction
法定代表人,许可证号,contradiction
开采矿种,法定代表人,contradiction
矿区面积,开采矿种,contradiction
矿山名称,矿区面积,contradiction
联系电话,矿山名称,contradiction
年开采规模,联系电话,contradiction
统一社会信用代码,年开采规模,contradiction
有效到期日期,统一社会信用代码,contradiction
有效起始日期,有效到期日期,contradiction
住所,有效起始日期,contradiction
组织机构代码,住所地址,contradiction
变更类型,组织机构代码,contradiction
采矿方法,变更类型,contradiction
采矿回采率,采矿方法,contradiction
采矿权取得方式,采矿回采率,contradiction
采矿权使用费,采矿权取得方式,contradiction
采深上限,采矿权使用费,contradiction
采深下限,矿产采深上限,contradiction
地质报告审批情况,矿产采深下限,contradiction
法定代表人,矿产地质报告审批情况,contradiction
划定矿区范围,法定代表人,contradiction
经济类型,划定矿区范围,contradiction
价款处置方式,采矿权经济类型,contradiction
开采方式,价款处置方式,contradiction
开采主矿种,采矿开采方式,contradiction
矿区编码,开采矿种,contradiction
矿区面积,矿区编码,contradiction
矿权终止时间,矿区面积,contradiction
矿山名称,矿权终止日期,contradiction
矿石贫化率,矿山名称,contradiction
矿石品位,矿石贫化率,contradiction
签发时间,矿石品位,contradiction
其它主矿种,发证日期,contradiction
设计规模,其它主矿种,contradiction
设计利用储量,矿产设计规模,contradiction
设计年限,矿产设计利用储量,contradiction
申请人,采矿年限,contradiction
申请人身份证号,申请人姓名,contradiction
所在行政区,申请人公民身份号码,contradiction
探矿权取得方式,行政区划名称,contradiction
探明地质储量,探矿权取得方式,contradiction
投资额,矿产探明地质储量,contradiction
投资额单位,采矿投资额,contradiction
选矿方法,投资额单位,contradiction
选矿回收率,选矿方法,contradiction
许可证号,选矿回收率,contradiction
项目档案号,许可证号,contradiction
项目简介,采矿权项目档案号,contradiction
项目类型,采矿项目简介,contradiction
项目审批机关,采矿权项目类型,contradiction
应缴纳采矿权价款,项目审批机关,contradiction
有效期起,应缴纳采矿权价款,contradiction
有效期限,有效起始日期,contradiction
有效期止,采矿权有效期限,contradiction
总储量,有效到期日期,contradiction
注册资金,矿产总储量,contradiction
注册资金单位,注册资金,contradiction
资金来源,注册资金单位,contradiction
补偿费交纳情况,采矿资金来源,contradiction
保有储量,补偿费交纳情况,contradiction
登记唯一标识,矿产保有储量,contradiction
价款处置情况,采矿登记唯一标识,contradiction
使用费交纳情况,价款处置情况,contradiction
许可证号,采矿使用费交纳情况,contradiction
项目档案号,许可证号,contradiction
采矿权人姓名,采矿权项目档案号,contradiction
采矿权人身份证号,采矿权人姓名,contradiction
注销原因,采矿权人公民身份号码,contradiction
采矿注销标识,注销原因,contradiction
采矿权价款缴纳方式词表,采矿注销标识,contradiction
采矿权使用费,采矿权价款缴纳方式,contradiction
采矿权属有无争议,采矿权使用费,contradiction
采深上限,采矿权属有无争议,contradiction
采深下限,矿产采深上限,contradiction
登记唯一标识,矿产采深下限,contradiction
地理位置,采矿登记唯一标识,contradiction
法定代表人,矿产地理位置,contradiction
划定矿区范围,法定代表人,contradiction
经济类型词表,划定矿区范围,contradiction
矿区编码,受让人经济类型,contradiction
矿区面积,矿区编码,contradiction
矿山名称,矿区面积,contradiction
签发时间,矿山名称,contradiction
受让人,发证日期,contradiction
受让人电话,受让人,contradiction
受让人法定代表人,受让人联系电话,contradiction
受让人经济类型词表,受让人法定代表人,contradiction
受让人开户银行,受让人经济类型,contradiction
受让人邮编,受让人开户银行,contradiction
受让人帐号,受让人邮政编码,contradiction
许可证号,采矿受让人帐号,contradiction
项目类型,许可证号,contradiction
项目审批机关,采矿权项目类型,contradiction
预期建矿时间,项目审批机关,contradiction
预期开采规模,预期建矿时间,contradiction
原许可证号,矿产预期开采规模,contradiction
原项目审批机关,原许可证号,contradiction
有效期起,原项目审批机关,contradiction
有效期限,有效起始日期,contradiction
有效期止,采矿权有效期限,contradiction
准备投资规模,有效到期日期,contradiction
资金条件,准备投资规模,contradiction
转让价格(万元),采矿权受让人资金条件,contradiction
转让申请人即采矿权人,转让价格,contradiction
申请人身份证号,原采矿权人姓名,contradiction
采矿权转让标识,申请人公民身份号码,contradiction
不动产权证号,采矿权转让标识,contradiction
被查封单位,不动产权证号,contradiction
查封标识码,被查封单位,contradiction
查封机关,查封标识码,contradiction
查封文号,查封机关,contradiction
登记机构,查封文号,contradiction
查封日期,不动产登记机构,contradiction
权利人姓名,查封日期,contradiction
权利人身份证号码,不动产权利人姓名,contradiction
解封日期,权利人公民身份号码,contradiction
权利表名,解封日期,contradiction
权利标识码,不动产权利表名,contradiction
查封坐落,不动产权利标识码,contradiction
状态,不动产坐落,contradiction
行政区编码,不动产状态,contradiction
被担保债权数额,行政区划代码,contradiction
不动产登记证明号,被担保债权数额,contradiction
登记机构,不动产登记证明号,contradiction
抵押登记日期,不动产登记机构,contradiction
抵押方式,不动产抵押登记日期,contradiction
抵押期限,不动产抵押方式,contradiction
抵押顺序,抵押期限,contradiction
权利表名,抵押顺序,contradiction
权利标识码,不动产权利表名,contradiction
抵押权人名称,不动产权利标识码,contradiction
抵押权人身份证号,抵押权人名称,contradiction
抵押人名称,抵押权人公民身份号码,contradiction
抵押人身份证号,抵押人,contradiction
最高债权数额,抵押人公民身份号码,contradiction
状态,不动产抵押最高债权数额,contradiction
抵押注销时间,不动产状态,contradiction
抵押标识码,抵押注销时间,contradiction
行政区编码,不动产抵押标识码,contradiction
不动产单元号,行政区划代码,contradiction
不动产权字号,不动产单元号,contradiction
登簿时间,不动产权字号,contradiction
登记机构,不动产登簿时间,contradiction
共有情况,不动产登记机构,contradiction
面积,不动产共有情况,contradiction
权利表名,不动产面积,contradiction
权利标识码,不动产权利表名,contradiction
权利类型,不动产权利标识码,contradiction
权利其他状况,不动产权利类型,contradiction
权利人姓名,权利其他状况,contradiction
权利性质,不动产权利人姓名,contradiction
省编号,不动产权利性质,contradiction
使用期限,省代码,contradiction
缮证时间,不动产使用期限,contradiction
用途,不动产缮证时间,contradiction
权利人身份证号码,海域用途,contradiction
坐落,权利人公民身份号码,contradiction
证书状态,不动产坐落,contradiction
行政区编码,海域使用权证书状态,contradiction
地区名称,行政区划代码,contradiction
发证机关,所在地区,contradiction
个人姓名,发证机关,contradiction
个人联系方式,不动产权利人姓名,contradiction
签发日期,联系电话,contradiction
企业法人名称,证件签发日期,contradiction
企业联系方式,法定代表人姓名,contradiction
企业名称,企业联系电话,contradiction
个人身份证号码,企业名称,contradiction
省,公民身份号码,contradiction
市,省,contradiction
区县,市,contradiction
乡镇,区县,contradiction
村,乡镇名称,contradiction
水域滩涂类型,所在村,contradiction
水域滩涂面积,水域滩涂类型,contradiction
水域滩涂养殖证编号,水域滩涂面积,contradiction
所有制性质,水域滩涂养殖证编号,contradiction
延期后有效期结束时间,所有制性质,contradiction
延期后有效期开始时间,延期有效期结束时间,contradiction
有效期结束日期,延期有效期开始时间,contradiction
有效期开始日期,有效期截止日期,contradiction
养殖证所属地,有效期开始日期,contradiction
养殖方式,所属地区,contradiction
注销时间,养殖方式,contradiction
注销原因,注销时间,contradiction
发证机关,注销原因,contradiction
颁证时间,发证机关,contradiction
地址,发证时间,contradiction
经济类型,矿产地址,contradiction
开采方式,采矿权经济类型,contradiction
开采矿种,采矿开采方式,contradiction
开采深度,开采矿种,contradiction
矿区范围,开采深度,contradiction
矿区面积,矿区范围,contradiction
矿山名称,矿区面积,contradiction
采矿权人,矿山名称,contradiction
身份证号码,采矿权人,contradiction
生成规模,公民身份号码,contradiction
统一社会信用代码,矿产生成规模,contradiction
行政区划,统一社会信用代码,contradiction
有效期止,行政区划名称,contradiction
有效期起,有效到期日期,contradiction
状态,有效起始日期,contradiction
许可证号,许可证状态,contradiction
发证机关,许可证号,contradiction
颁证时间,发证机关,contradiction
地理位置,发证时间,contradiction
勘查单位地址,矿产地理位置,contradiction
勘查面积,勘查单位地址,contradiction
勘查项目名称,勘查面积,contradiction
探矿权人,勘查项目名称,contradiction
身份证号码,探矿权人,contradiction
探矿权人地址,公民身份号码,contradiction
行政区划,探矿权人地址,contradiction
有效期止,行政区划名称,contradiction
有效期起,有效到期日期,contradiction
状态,有效起始日期,contradiction
许可证号,许可证状态,contradiction
不动产单元号,许可证号,contradiction
房屋用途或预售用途,不动产单元号,contradiction
房屋坐落,房屋用途,contradiction
合同备案时间,不动产坐落,contradiction
合同编号,合同备案时间,contradiction
合同购房金额或交易价格,合同编号,contradiction
经纪机构名称,合同购房金额,contradiction
房屋建筑面积,经纪机构名称,contradiction
房屋买受人,房屋建筑面积,contradiction
房屋买受人证件号码,房屋买受人姓名,contradiction
房屋买受人证件类型,房屋买受人身份证件号码,contradiction
所在城市,房屋买受人身份证件类型,contradiction
所在区县市,所在城市,contradiction
房屋出卖人,所在市县区,contradiction
房屋出卖人证件号码,房屋出卖人,contradiction
房屋出卖人证件类型,房屋出卖人身份证件号码,contradiction
首付款,房屋出卖人身份证件类型,contradiction
托管状态（0托管1非托管2托管取消）,不动产首付款,contradiction
买受人类型（1自然人、2机构）,不动产托管状态,contradiction
房屋用途,买受人类型,contradiction
所在行政区域,房屋用途,contradiction
幢号,行政区划名称,contradiction
预销售证编号,房屋幢号,contradiction
销售方式,房产预售证号,contradiction
买受人身份证,销售方式,contradiction
首付款百分比,买受人公民身份号码,contradiction
付款方式,首付款百分比,contradiction
面积,付款方式,contradiction
总价,不动产面积,contradiction
户坐落,房产交易总价,contradiction
户号,不动产坐落,contradiction
联系手机,房屋户号,contradiction
买受人姓名,联系电话,contradiction
出卖人（公司名称）,买受人姓名,contradiction
备案号,出卖人名称,contradiction
合同编号,房产交易备案号,contradiction
状态,合同编号,contradiction
注销完成时间,合同状态,contradiction
备案完成时间,注销完成时间,contradiction
签订完成时间,备案完成时间,contradiction
房屋用途(预售用途),不动产交易签订完成时间,contradiction
房屋坐落,房屋用途,contradiction
合同备案时间,不动产坐落,contradiction
合同编号,合同备案时间,contradiction
合同购房金额（交易价格）(万元),合同编号,contradiction
房屋建筑面积(平方米),合同购房金额,contradiction
开发企业名称,房屋建筑面积,contradiction
开发企业统一编号,开发企业名称,contradiction
房屋买受人,开发企业统一社会信用代码,contradiction
房屋买受人证件号码,房屋买受人姓名,contradiction
房屋买受人证件类型,房屋买受人身份证件号码,contradiction
所在城市,房屋买受人身份证件类型,contradiction
所在区县,所在城市,contradiction
不动产单元号,所在区县,contradiction
登记机构,不动产单元号,contradiction
单元标识码,不动产登记机构,contradiction
房屋性质,不动产单元号,contradiction
房屋用途,房屋性质,contradiction
房屋结构,房屋用途,contradiction
建筑年份,房屋结构,contradiction
建筑面积,建筑年份,contradiction
权利表名,建筑面积,contradiction
权利标识码,不动产权利表名,contradiction
所在楼层,不动产权利标识码,contradiction
幢总层数,所在楼层,contradiction
坐落,幢总层数,contradiction
登记机构,不动产坐落,contradiction
联系电话,不动产登记机构,contradiction
权利表名,联系电话,contradiction
权利标识码,不动产权利表名,contradiction
权利人名称,不动产权利标识码,contradiction
权利人证件号,权利人名称,contradiction
权利人证件种类,权利人身份证件号码,contradiction
不动产单元号,权利人身份证件类型,contradiction
序号,不动产单元号,contradiction
不动产单元号,权利人序号,contradiction
不动产权证号,不动产单元号,contradiction
登簿时间,不动产权证号,contradiction
登记机构,不动产登簿时间,contradiction
共有情况,不动产登记机构,contradiction
权利表名,不动产共有情况,contradiction
权利标识码,不动产权利表名,contradiction
权利类型,不动产权利标识码,contradiction
权利其他状况,不动产权利类型,contradiction
权利人,权利其他状况,contradiction
权利人身份证号码,权利人名称,contradiction
权利人类型,权利人公民身份号码,contradiction
权利性质,权利人类型,contradiction
权利比例,不动产权利性质,contradiction
使用期限,不动产权利比例,contradiction
缮证时间,不动产使用期限,contradiction
房屋坐落,不动产缮证时间,contradiction
房屋性质,不动产坐落,contradiction
房屋规划用途,房屋性质,contradiction
房屋建筑面积,房屋用途,contradiction
套内建筑面积,房屋建筑面积,contradiction
所在建筑物总层数,不动产套内建筑面积,contradiction
状态,不动产总层数,contradiction
所有权注销（变更）时间,不动产状态,contradiction
省编号,所有权注销变更时间,contradiction
行政区编码,省代码,contradiction
车辆类型名称,行政区划代码,contradiction
中文品牌,车辆类型,contradiction
车辆识别代号,中文品牌,contradiction
车辆型号,车辆识别代码,contradiction
车外廓长,车辆型号,contradiction
车外廓高,机动车外廓长,contradiction
车外廓宽,机动车外廓高,contradiction
发动机号,机动车外廓宽,contradiction
发证机关名称,发动机号码,contradiction
发证日期,发证机关,contradiction
核定载人数,发证日期,contradiction
核定载质量,机动车核定载人数,contradiction
身份证明号码,机动车核定载质量,contradiction
身份证明名称,身份证件号码,contradiction
所有人,身份证件类型,contradiction
使用性质,所有人,contradiction
使用性质说明,机动车使用性质,contradiction
检验有效期止,机动车使用性质,contradiction
整备质量,机动车检验有效期截止日期,contradiction
准牵引总质量,机动车整备质量,contradiction
状态,机动车准牵引总质量,contradiction
总质量,动产状态,contradiction
号牌号码,机动车总质量,contradiction
号牌种类,车牌号码,contradiction
发证时间,机动车号牌种类,contradiction
注册登记时间,发证时间,contradiction
牌照有效期限,机动车注册登记日期,contradiction
登记证书编号,牌照有效期限,contradiction
车辆型号,机动车登记证书编号,contradiction
拖拉机最小使用质量,车辆型号,contradiction
联合收割机质量,机动车最小使用质量,contradiction
拖拉机最大允许载质量,联合收割机质量,contradiction
准乘人数,机动车最大允许载质量,contradiction
外廓尺寸-长,机动车准乘人数,contradiction
外廓尺寸-宽,外廓尺寸长,contradiction
外廓尺寸-高,外廓尺寸宽,contradiction
是否临牌,外廓尺寸高,contradiction
身份证号,是否临牌,contradiction
车牌号码,公民身份号码,contradiction
所属地区,车牌号码,contradiction
机身颜色,所属地区,contradiction
车辆照片,机身颜色,contradiction
生产企业名称,车辆照片,contradiction
发证机关,生产企业,contradiction
车辆类型,发证机关,contradiction
状态,车辆类型,contradiction
所有人,动产状态,contradiction
底盘机架号,所有人,contradiction
挂车架号码,底盘机架号,contradiction
发动机号码,车辆识别代码,contradiction
车辆品牌,发动机号码,contradiction
状态,车辆品牌,contradiction
年检时间,动产状态,contradiction
有效截止日期,年检时间,contradiction
保险生效日期,有效期截止日期,contradiction
保险截止日期,机动车保险生效日期,contradiction
车牌号码,机动车保险截止日期,contradiction
年检单位,车牌号码,contradiction
登记证书编号,年检单位,contradiction
机主姓名,机动车登记证书编号,contradiction
证件类型,拖拉机和联合收割机机主姓名,contradiction
证件号码,身份证件类型,contradiction
车辆类型,身份证件号码,contradiction
状态,车辆类型,contradiction
兵役状况,动产状态,contradiction
出生地国家（地区）,兵役状况,contradiction
出生地省市县（区）,出生地国家地区,contradiction
出生日期,出生地省市县区,contradiction
出生证明编号,出生日期,contradiction
城乡属性,出生医学证明编号,contradiction
曾用名,城乡属性,contradiction
服务处所,曾用名,contradiction
公民身份号码,工作单位,contradiction
婚姻状况,公民身份号码,contradiction
籍贯国家（地区）,婚姻状况,contradiction
籍贯省市县（区）,籍贯国家地区,contradiction
籍贯详址,籍贯省市区县,contradiction
街路巷代码,籍贯详址,contradiction
所属街路巷名称,街路巷代码,contradiction
居委会代码,所属街路巷,contradiction
所属居民委会名称,居委会代码,contradiction
居住地地址编码,所属居民委会,contradiction
居住地省市县（区）,居住地地址编码,contradiction
居住地详细地址,居住地省市区县,contradiction
联系电话,居住地详细地址,contradiction
门楼详址,联系电话,contradiction
民族,户籍门楼详址,contradiction
所属派出所名称,民族,contradiction
所属省市县区,所属派出所,contradiction
所属乡镇（街道）,所在省市县区,contradiction
死亡日期,所属乡镇街道,contradiction
死亡原因,死亡日期,contradiction
死亡注销类别,死亡原因,contradiction
文化程度,死亡注销类别,contradiction
性别,学历,contradiction
所属县级公安机关名称,性别,contradiction
姓名,所属县级公安机关,contradiction
乡镇街道代码,姓名,contradiction
宗教信仰,乡镇街道代码,contradiction
注销标识,宗教信仰,contradiction
注销日期,户籍注销标识,contradiction
职业,户籍注销日期,contradiction
住址,职业,contradiction
相片URL,住址,contradiction
姓名,个人照片,contradiction
公民身份证号,姓名,contradiction
户号,公民身份号码,contradiction
与户主关系,户号,contradiction
户主姓名,与户主关系,contradiction
户主公民身份号码,户主姓名,contradiction
户别,户主公民身份号码,contradiction
户类型,户口类别,contradiction
姓名,户籍类型,contradiction
公民身份证号,姓名,contradiction
户号,公民身份号码,contradiction
何国家（地区）来本址,户号,contradiction
何省市县（区）来本址,何国家地区来本址,contradiction
何详址来本址,何省市县区来本址,contradiction
何地迁来本市国家（地区）,何详址来本址,contradiction
何地迁来本市省市县（区）,何地迁来本市国家地区,contradiction
何地迁来本市详址,何地迁来本市省市县区,contradiction
户籍地省市县（区）,何地迁来本市详址,contradiction
户籍地详细地址,户籍地省市区县,contradiction
何迁移流动原因迁来,户籍地址区划内详细地址,contradiction
何迁移流动原因迁来本址,何迁移流动原因迁来,contradiction
何时迁来本市,何迁移流动原因迁来本址,contradiction
何时来本址,何时迁来本市,contradiction
何因迁来本市,何时来本址,contradiction
何因来本址,何因迁来本市,contradiction
迁出迁移（流动）原因,何因来本址,contradiction
迁出日期,迁出迁移流动原因,contradiction
迁出注销类别,户口迁出日期,contradiction
前往国家（地区）,迁出注销类别,contradiction
迁往地省市县（区）,户口迁往国家地区,contradiction
迁往地详址,迁往地省市县区,contradiction
登记日期,迁往地详址,contradiction
公民身份号码,登记日期,contradiction
户籍地,公民身份号码,contradiction
户籍门(楼)详址,户籍地,contradiction
婚姻状况,户籍门楼详址,contradiction
籍贯,婚姻状况,contradiction
流入原因,籍贯,contradiction
联系方式,流动人口流入原因,contradiction
民族,联系电话,contradiction
是否婚育证明(0否1是),民族,contradiction
性别,是否婚育证明,contradiction
学历,性别,contradiction
姓名,学历,contradiction
已居住时限,姓名,contradiction
宗教信仰,已居住时限,contradiction
职业类别,宗教信仰,contradiction
政治面貌,职业类别,contradiction
经济来源,政治面貌,contradiction
现住门(楼)详址,经济来源,contradiction
登记日期,现住门楼详址,contradiction
街路巷,登记日期,contradiction
派出所,街路巷,contradiction
县（市、区）,所属派出所,contradiction
居住地址,所在市县区,contradiction
居住证号,居住地址,contradiction
初次签发日期,居住证号,contradiction
发证地公安机关,初次签发日期,contradiction
发证地公安机关代码,发证地公安机关,contradiction
发证日期,居住证发证地公安机关代码,contradiction
户口省县,发证日期,contradiction
民族,户口所在省市县区,contradiction
签注到期日期,民族,contradiction
签注日期,签注到期日期,contradiction
公民身份号码,签注日期,contradiction
性别,公民身份号码,contradiction
姓名,性别,contradiction
证件状态,姓名,contradiction
注销日期,居住证状态,contradiction
注销原因,居住证注销日期,contradiction
居住证内部编号,注销原因,contradiction
住址,居住证内部编号,contradiction
出生日期,住址,contradiction
证件类型,出生日期,contradiction
通行证号码,身份证件类型,contradiction
收缴时间,通行证号码,contradiction
委托人姓名,收缴时间,contradiction
委托人身份证号,委托人姓名,contradiction
所属部门,委托人公民身份号码,contradiction
发证机关名称,所属部门,contradiction
销毁时间,发证机关,contradiction
截止日期,销毁时间,contradiction
发放时间,有效截止日期,contradiction
填发时间,发放时间,contradiction
身份证号,填发时间,contradiction
单位标识,公民身份号码,contradiction
姓名,所属单位,contradiction
前往地点,姓名,contradiction
事由,边防通行证前往地点,contradiction
发送时间,申请事由,contradiction
性别,申请时间,contradiction
签发地,性别,contradiction
签发时间,证件签发地,contradiction
起始日期,发证日期,contradiction
状态标识,有效期开始日期,contradiction
出境原因,边防通行证状态,contradiction
出生地,出境原因,contradiction
出生日期,出生地,contradiction
国籍,出生日期,contradiction
民族,国籍,contradiction
是否过期,民族,contradiction
证件号码,是否过期,contradiction
审批机关,身份证件号码,contradiction
性别,审批机关,contradiction
英文名,性别,contradiction
护照号码,英文姓名,contradiction
证件签发日期,护照号码,contradiction
证件有效期,出入境证件签发日期,contradiction
护照类型,出入境证件有效期,contradiction
中文名,护照类型,contradiction
出生年月,中文姓名,contradiction
发证时间,出生年月,contradiction
回国时间,发证时间,contradiction
家庭住址,回国时间,contradiction
联系电话,家庭住址,contradiction
侨居国,联系电话,contradiction
所属单位,侨居国,contradiction
性别,所属单位,contradiction
姓名,性别,contradiction
状态,姓名,contradiction
归侨证编号,证件状态,contradiction
出生年月,归侨证编号,contradiction
电话,出生年月,contradiction
归国后本人简历,联系电话,contradiction
归国前本人简历,归国后本人简历,contradiction
国内家庭主要成员,归国前本人简历,contradiction
国外实际居住时间,国内家庭主要成员,contradiction
工作单位及职务职称,国外实际居住时间,contradiction
何时回国,工作单位及职务职称,contradiction
何时加入何党派,回国时间,contradiction
籍贯,何时加入何党派,contradiction
家庭地址,籍贯,contradiction
民族,家庭地址,contradiction
文化程度,民族,contradiction
性别,学历,contradiction
姓名,性别,contradiction
原侨居国（地）,姓名,contradiction
出入境证件类别及号码,原侨居国家地区,contradiction
出生日期,出入境证件类别及号码,contradiction
国内电话,出生日期,contradiction
拟定居地,国内联系电话,contradiction
批准日期,拟定居地,contradiction
姓名,备案批准日期,contradiction
原侨居国,姓名,contradiction
定居证号码,原侨居国,contradiction
报名地,华侨定居证号码,contradiction
毕业学校,报名地,contradiction
户籍,毕业院校,contradiction
加分项目,户籍地,contradiction
考生号,加分项目,contradiction
性别,考生号,contradiction
序号,性别,contradiction
终审部门意见,三侨子女序号,contradiction
姓名,终审部门意见,contradiction
备案时间,姓名,contradiction
出租房屋坐落,备案时间,contradiction
房屋设计用途,出租房屋坐落,contradiction
房屋租赁用途,房屋用途,contradiction
备案机关,房屋租赁用途,contradiction
承租人,备案机关,contradiction
承租人证件号码,承租人,contradiction
承租人证件类型,承租人身份证件号码,contradiction
出租人,承租人身份证件类型,contradiction
出租人证件号码,出租人,contradiction
出租人证件类型,出租人身份证件号码,contradiction
状态,出租人身份证件号码,contradiction
合同约定的租金数额,备案状态,contradiction
合同约定的租赁期限,合同约定的租金数额,contradiction
备案号,租赁期限,contradiction
判决结果,房产交易备案号,contradiction
判决时间,司法案件判决结果,contradiction
判决法院名称,判决时间,contradiction
男方姓名,判决法院,contradiction
男方身份证号码,男方姓名,contradiction
女方姓名,男方公民身份号码,contradiction
女方身份证号码,女方姓名,contradiction
生效时间,女方公民身份号码,contradiction
案号代码,司法案件判决生效时间,contradiction
女方出生日期,案号,contradiction
女方证件类型,女方出生日期,contradiction
女方身份证号码,女方身份证件类型,contradiction
女方姓名,女方公民身份号码,contradiction
女方国籍,女方姓名,contradiction
男方出生日期,女方国籍,contradiction
男方证件类型,男方出生日期,contradiction
男方身份证号码,男方身份证件类型,contradiction
男方姓名,男方公民身份号码,contradiction
男方国籍,男方姓名,contradiction
登记日期,男方国籍,contradiction
登记机关名称,登记日期,contradiction
登记类型,登记机关,contradiction
业务类型,结离婚登记类型,contradiction
登记字,婚姻业务类型,contradiction
