sentence1,sentence2,similarity
纳税年度,纳税年度,entailment
申请人或代理人,申请人或代理人姓名,entailment
通信地址,通信地址,entailment
终审同意标志,终审同意标志,entailment
终审日期,终审日期,entailment
在华是否有住所,在华是否有住所,entailment
注册地址,企业注册地址,entailment
货币种类,货币种类,entailment
录入日期,录入日期,entailment
首选缴费账户标志,首选缴费银行账户标志,entailment
首选缴税账户标志,首选缴税银行账户标志,entailment
退费账户标志,退费账户标志,entailment
退税账户标志,退税账户标志,entailment
银行行别,银行行别,entailment
银行营业网点,银行营业网点,entailment
银行账号,银行账号,entailment
银行账户性质,银行账户性质,entailment
账户名称,开户银行账户名称,entailment
身份证号,公民身份号码,entailment
注销日期,银行卡注销日期,entailment
存款账号识别号,银行存款账号,entailment
当事人类型,司法案件当事人类型,entailment
当事人份额,不动产交易当事人份额,entailment
交易告知单标识码,交易告知单标识码,entailment
状态,不动产状态,entailment
当事人姓名或名称,当事人名称,entailment
当事人证件号码,当事人身份证件号码,entailment
当事人证件类型,当事人身份证件类型,entailment
房屋统一编号,不动产单元号,entailment
房屋用途,房屋用途,entailment
房屋坐落,不动产坐落,entailment
建筑结构,建筑结构,entailment
房屋建筑面积,房屋建筑面积,entailment
所在层,所在楼层,entailment
所在城市,所在城市,entailment
行政区划,行政区划名称,entailment
合同编号,合同编号,entailment
交易价格,交易价格,entailment
合同签订（备案）日期,合同签订备案日期,entailment
告知单确认日期,告知单确认日期,entailment
所在城市,所在城市,entailment
行政区划,行政区划名称,entailment
业务类型,不动产业务类型,entailment
船舶呼号识别码,船舶呼号,entailment
船舶种类,船舶种类,entailment
船长,船主姓名,entailment
船籍港,船籍港,entailment
船名,船名,entailment
船体材质,船体材质,entailment
持证人IDCARDORCOMPANY,船舶所有人所属单位,entailment
净吨位,船舶净吨位,entailment
建造完工日期,建成日期,entailment
发证机关,发证机关,entailment
所有权国籍登记审批时间,所有权国籍登记审批时间,entailment
所有权国籍登记申请日期,申请登记日期,entailment
所有人所占股份,船舶所有人所占股份,entailment
船舶所有人名称,船舶所有人,entailment
船舶所有人身份证号,船舶所有人公民身份号码,entailment
型宽,船舶型宽,entailment
型深,船舶型深,entailment
渔船编码,渔船编码,entailment
渔业船舶所有权登记证书编号,船舶登记号,entailment
总吨位,船舶总吨位,entailment
国籍所有权登记信息唯一标识,船舶国籍证书印刷号,entailment
反污染设备,船舶反污染设备,entailment
证书时间,发证时间,entailment
防火设备,船舶防火设备,entailment
主机模型,船舶主机型号,entailment
主机数量,船舶主机数量,entailment
作业制定,船舶作业制定,entailment
发证机关,发证机关,entailment
救生设备,船舶救生设备,entailment
居民身份证号码或公司注册号,居民身份证号码或公司注册号,entailment
持证人名称,船舶所有人,entailment
船图片,船图片,entailment
船图片的名称,船图片的名称,entailment
图片船东,图片船东,entailment
图片船东名称,图片船东名称,entailment
船的构建时间,船舶构建时间,entailment
型深,船舶型深,entailment
船长,船主姓名,entailment
船体材质,船体材质,entailment
船名,船名,entailment
渔船编码,渔船编码,entailment
船在港口,登记港口,entailment
主机功率,船舶主机功率,entailment
总吨位,船舶总吨位,entailment
船业类型,船业类型,entailment
型宽,船舶型宽,entailment
信号设备,船舶信号设备,entailment
有效时间,船舶有效期限,entailment
渔船捕捞许可注销信息唯一标识,许可注销标识,entailment
姓名,姓名,entailment
公民身份号码,公民身份号码,entailment
性别,性别,entailment
民族,民族,entailment
出生日期,出生日期,entailment
出生国家或地区,出生地国家地区,entailment
出生地省市区县,出生地省市县区,entailment
兵役状况,兵役状况,entailment
籍贯,籍贯,entailment
户籍地,户籍地,entailment
户籍详址,户籍地址区划内详细地址,entailment
户籍所属派出所名称,户籍地派出所,entailment
婚姻状况,婚姻状况,entailment
学历,学历,entailment
登记类别,登记类别,entailment
职业类别,职业类别,entailment
联系电话,联系电话,entailment
宗教信仰,宗教信仰,entailment
居住证号,居住证号,entailment
居住地详细地址,居住地详细地址,entailment
居住证发证地公安机关,发证地公安机关,entailment
居住证发证日期,发证日期,entailment
签注到期日期,签注到期日期,entailment
死亡日期,死亡日期,entailment
死亡原因,死亡原因,entailment
死亡注销类别,死亡注销类别,entailment
注销标识,户籍注销标识,entailment
注销日期,注销日期_户籍注销日期,entailment
相片,个人照片,entailment
服务处所,工作单位,entailment
姓名,姓名,entailment
公民身份号码,公民身份号码,entailment
性别,性别,entailment
民族,民族,entailment
出生日期,出生日期,entailment
籍贯,籍贯,entailment
户籍地,户籍地,entailment
居住地址,居住地址,entailment
婚姻状况,婚姻状况,entailment
居住证号,居住证号,entailment
居住证初次签发日期,初次签发日期,entailment
管理归属公安机关名称,所属公安机关,entailment
签注日期,签注日期,entailment
签注到期日期,签注到期日期,entailment
社保缴纳累计月数,社保缴纳累计月数,entailment
姓名,姓名,entailment
公民身份号码,公民身份号码,entailment
性别,性别,entailment
民族,民族,entailment
出生日期,出生日期,entailment
籍贯,籍贯,entailment
户籍地,户籍地,entailment
婚姻状况,婚姻状况,entailment
学历,学历,entailment
服务处所,工作单位,entailment
死亡标识,死亡标识,entailment
姓名,姓名,entailment
公民身份号码,公民身份号码,entailment
性别,性别,entailment
民族,民族,entailment
出生日期,出生日期,entailment
出生证明编号,出生医学证明编号,entailment
城乡属性,城乡属性,entailment
曾用名,曾用名,entailment
兵役状况,兵役状况,entailment
籍贯,籍贯,entailment
户籍地,户籍地,entailment
户籍门(楼)详址,户籍门楼详址,entailment
户籍所属派出所名称,户籍地派出所,entailment
婚姻状况,婚姻状况,entailment
学历,学历,entailment
文化程度,学历,entailment
职业类别,职业类别,entailment
联系电话,联系电话,entailment
宗教信仰,宗教信仰,entailment
居住证号,居住证号,entailment
居住地详细地址,居住地详细地址,entailment
居住证发证地公安机关,发证地公安机关,entailment
居住证发证日期,发证日期,entailment
签注到期日期,签注到期日期,entailment
死亡日期,死亡日期,entailment
死亡原因,死亡原因,entailment
死亡注销类别,死亡注销类别,entailment
户籍注销标识,户籍注销标识,entailment
户籍注销日期,户籍注销日期,entailment
相片,个人照片,entailment
居住证注销日期,注销日期_居住证注销日期,entailment
居住证注销原因,注销原因,entailment
租赁房屋坐落,租赁房屋坐落,entailment
租赁备案时间,备案时间,entailment
合同约定的租赁期限,合同约定的租赁期限,entailment
房屋租赁登记备案号,备案号,entailment
租赁用途,租赁用途,entailment
租赁备案机关,备案机关,entailment
流入原因,流动人口流入原因,entailment
流入登记日期,流入登记日期,entailment
户号,户号,entailment
户主姓名,户主姓名,entailment
户主公民身份号码,户主公民身份号码,entailment
户别,户口类别,entailment
户类型,户籍类型,entailment
户地址,户籍地址,entailment
姓名,姓名,entailment
公民身份号码,公民身份号码,entailment
常用详址1,常住地址,entailment
常用详址2,常住地址,entailment
常用详址3,常住地址,entailment
默认地址,默认地址,entailment
常用电话1,常用电话,entailment
常用电话2,常用电话,entailment
相片,个人照片,entailment
姓名,姓名,entailment
公民身份证号,公民身份号码,entailment
户号,户号,entailment
何国家（地区）来本址,何国家地区来本址,entailment
何省市县（区）来本址,何省市县区来本址,entailment
何详址来本址,何详址来本址,entailment
户籍地省市县（区）,户籍地省市区县,entailment
户籍地详细地址,户籍地址区划内详细地址,entailment
何迁移流动原因迁来本址,何迁移流动原因迁来本址,entailment
何时来本址,何时来本址,entailment
迁出日期,户口迁出日期,entailment
迁出注销类别,迁出注销类别,entailment
前往国家（地区）,户口迁往国家地区,entailment
迁往地省市县（区）,迁往地省市县区,entailment
迁往地详址,迁往地详址,entailment
父亲国籍,父亲国籍,entailment
父亲民族,父亲民族,entailment
父亲住址,父亲住址,entailment
父亲证件号码,父亲身份证件号码,entailment
父亲证件类别,父亲身份证件类型,entailment
健康状况,健康状况,entailment
医疗机构名称,医疗机构名称,entailment
母亲国籍,母亲国籍,entailment
母亲民族,母亲民族,entailment
母亲年龄,母亲年龄,entailment
母亲住址,母亲住址,entailment
母亲证件号码,母亲身份证件号码,entailment
母亲证件类别,母亲身份证件类型,entailment
签发机构,签发机构,entailment
签发日期,签发日期_证明签发日期,entailment
出生时间,出生时间,entailment
出生体重,出生体重,entailment
出生身长,出生身长,entailment
出生地,出生地,entailment
出生地行政区划代码,出生地行政区划代码,entailment
父亲年龄,父亲年龄,entailment
父亲身份证号码,父亲公民身份号码,entailment
父亲姓名,父亲姓名,entailment
母亲身份证号码,母亲公民身份号码,entailment
母亲姓名,母亲姓名,entailment
出生日期,出生日期,entailment
性别,性别,entailment
新生儿姓名,新生儿姓名,entailment
出生证明编号,出生医学证明编号,entailment
婴儿公民身份号码,婴儿公民身份号码,entailment
姓名,姓名,entailment
身份证号,公民身份号码,entailment
个人身高,身高,entailment
体重,体重,entailment
胸围,胸围,entailment
腰围,腰围,entailment
臀围,臀围,entailment
血型,ABO血型,entailment
指纹纹型,指纹纹型,entailment
指纹指位,指纹指位,entailment
掌纹,掌纹,entailment
掌纹对应手掌,掌纹对应手掌,entailment
左眼矫正视力,左眼矫正视力,entailment
左眼裸视力,左眼裸视力,entailment
右眼矫正视力,右眼矫正视力,entailment
右眼裸视力,右眼裸视力,entailment
左耳听力,左耳听力,entailment
右耳听力,右耳听力,entailment
虹膜,虹膜,entailment
面部识别特征,面部识别特征,entailment
是否死亡,是否死亡,entailment
是否残疾,是否残疾,entailment
残疾类型,残疾类别,entailment
残疾等级,残疾等级,entailment
居住地址,居住地址,entailment
出生日期,出生日期,entailment
残疾证号或编号,残疾证号,entailment
残疾等级,残疾等级,entailment
残疾类别,残疾类别,entailment
残疾性质,残疾性质,entailment
性别,性别,entailment
监护人住址,监护人住址,entailment
监护人姓名,监护人姓名,entailment
监护人联系方式,监护人联系电话,entailment
与监护人关系,与监护人关系,entailment
身份证号,公民身份号码,entailment
发证机关,发证机关,entailment
发证日期,发证日期,entailment
姓名,姓名,entailment
民族,民族,entailment
户籍地区,户籍地,entailment
联系方式,联系电话,entailment
持证状态,持证状态,entailment
有效期,证件有效期,entailment
身份证件号,公民身份号码,entailment
学校类型,学校类型,entailment
学校名称,学校,entailment
学校所属行政区划,学校所属行政区划,entailment
入学年月,入学年月,entailment
在读状态,在读状态,entailment
毕业年月,毕业年月,entailment
学制,学制,entailment
学号,学号,entailment
公民身份号码,公民身份号码,entailment
人员姓名,姓名,entailment
最高学历,最高学历,entailment
入学年月,入学年月,entailment
毕业年月,毕业年月,entailment
学历层次,学历层次,entailment
学习形式,学习形式,entailment
专业专业名称,专业,entailment
就读院校名称,院校名称,entailment
学历证书编号,学历证书编号,entailment
市,市,entailment
区县,区县,entailment
所在学校,所属学校,entailment
教师姓名,教师姓名,entailment
性别,性别,entailment
民族,民族,entailment
岗位资格证书,资格证证书编号,entailment
任教学科,任教学科,entailment
学校标识码,学校标识码,entailment
单位类别,所属单位类别,entailment
身份证号码,公民身份号码,entailment
教师资格种类名称,教师资格种类名称,entailment
教师资格证书号码,资格证证书编号,entailment
认定机构名称,认定机构,entailment
姓名,姓名,entailment
证件类型代码,身份证件类型代码,entailment
证件类型名称,身份证件类型,entailment
证件号码,身份证件号码,entailment
性别代码,性别代码,entailment
性别名称,性别,entailment
户籍所在地,户籍地,entailment
户籍地省市县代码,户籍地省市区县代码,entailment
户籍地省市县名称,户籍地省市区县,entailment
婚姻状况变更原因代码,婚姻状况变更原因代码,entailment
婚姻状况变更原因名称,婚姻状况变更原因,entailment
婚姻事项代码,婚姻事项代码,entailment
婚姻事项名称,婚姻事项名称,entailment
婚姻事项时间,婚姻事项时间,entailment
婚姻状况代码,婚姻状况代码,entailment
婚姻状况名称,婚姻状况,entailment
婚姻明细状况代码,婚姻明细状况代码,entailment
婚姻明细状况名称,婚姻明细状况,entailment
婚姻状况变更日期,婚姻状况变更日期,entailment
婚姻状况变更时间,婚姻状况变更时间,entailment
配偶姓名,配偶姓名,entailment
配偶证件类型代码,配偶证件类型代码,entailment
配偶证件类型名称,配偶证件类型,entailment
配偶证件号码,配偶证件号码,entailment
配偶户籍所在地,配偶户籍所在地,entailment
配偶户籍地省市县代码,配偶户籍地省市县代码,entailment
配偶户籍地省市县名称,配偶户籍地省市县,entailment
婚姻登记机关代码,登记机关代码,entailment
婚姻登记机关名称,登记机关,entailment
结离婚证字号,结离婚证字号,entailment
婚姻登记证结（离）婚备注,婚姻登记类型,entailment
权威标志,权威标志,entailment
姓名,姓名,entailment
证件类型代码,身份证件类型代码,entailment
证件类型名称,身份证件类型,entailment
证件号码,身份证件号码,entailment
性别代码,性别代码,entailment
性别名称,性别,entailment
婚姻状况代码,婚姻状况代码,entailment
婚姻状况名称,婚姻状况,entailment
婚姻明细状况代码,婚姻明细状况代码,entailment
婚姻明细状况名称,婚姻明细状况,entailment
婚姻事项代码,婚姻事项代码,entailment
婚姻事项名称,婚姻事项名称,entailment
婚姻事项时间,婚姻事项时间,entailment
婚姻状况变更原因代码,婚姻状况变更原因代码,entailment
婚姻状况变更原因名称,婚姻状况变更原因,entailment
婚姻状况变更日期,婚姻状况变更日期,entailment
婚姻状况变更时间,婚姻状况变更时间,entailment
配偶姓名,配偶姓名,entailment
配偶证件类型代码,配偶证件类型代码,entailment
配偶证件类型名称,配偶证件类型,entailment
配偶证件号码,配偶证件号码,entailment
婚姻登记机关代码,登记机关代码,entailment
婚姻登记机关名称,登记机关,entailment
结离婚证字号,结离婚证字号,entailment
婚姻登记证结（离）婚备注,婚姻登记类型,entailment
事项来源机构,事项来源机构,entailment
事项来源索引,事项来源,entailment
权威标志,权威标志,entailment
性别,性别,entailment
年龄段,年龄段,entailment
职业类型,职业类别,entailment
文化程度,学历,entailment
婚姻状况,婚姻状况,entailment
居民健康卡号,居民健康卡号,entailment
城乡居民健康档案编号,个人健康档案号,entailment
建档日期,建档日期,entailment
姓名,姓名,entailment
性别,性别,entailment
出生日期,出生日期,entailment
身份证件类别,身份证件类型,entailment
身份证件号码,身份证件号码,entailment
本人电话号码,联系电话,entailment
联系人姓名,联系人姓名,entailment
联系人电话,联系人电话,entailment
医疗保险类别,医疗保险类别,entailment
ABO血型,ABO血型,entailment
Rh血型,Rh血型,entailment
遗传性疾病史,遗传性疾病史,entailment
手术史,手术史,entailment
哮喘标志,哮喘标志,entailment
心脏病标志,心脏病标志,entailment
心脑血管病标志,心脑血管病标志,entailment
糖尿病标志,糖尿病标志,entailment
青光眼标志,青光眼标志,entailment
精神病标志,精神病标志,entailment
药物过敏史标志,药物过敏史标志,entailment
手术史标志,手术史标志,entailment
外伤史标志,外伤史标志,entailment
输血史标志,输血史标志,entailment
残疾标志,残疾标志,entailment
公民身份号码,公民身份号码,entailment
既往患病种类代码,疾病种类代码,entailment
既往患病种类名称,疾病种类,entailment
既往患病确诊日期,疾病确诊日期,entailment
既往患病确诊医院,疾病确诊医院,entailment
公民身份号码,公民身份号码,entailment
病历就诊医院,病历就诊医院,entailment
病历登记日期,病历登记日期,entailment
病史陈述者姓名,病史陈述者,entailment
陈述者与患者关系,与患者关系,entailment
陈述内容可靠标志,陈述内容可靠标志,entailment
主诉,主诉,entailment
现病史,现病史,entailment
症状名称,症状名称,entailment
症状描述,症状描述,entailment
诊疗过程描述,诊疗过程描述,entailment
患者身份证号,患者公民身份号码,entailment
住院费用金额,住院费,entailment
自付金额,自付金额,entailment
医保金额,医保金额,entailment
减免金额,减免金额,entailment
医保自费比例,医保自费比例,entailment
扣费日期,扣费日期,entailment
门诊费用金额,门诊费用,entailment
自付金额,自付金额,entailment
医保金额,医保金额,entailment
减免金额,减免金额,entailment
扣费日期,扣费日期,entailment
患者唯一ID号,患者唯一编号,entailment
统计医院,统计医院,entailment
统计月份,统计月份,entailment
挂号次数,挂号次数,entailment
网上预约挂号次数,网上预约挂号次数,entailment
门诊次数,门诊次数,entailment
急诊次数,急诊次数,entailment
住院次数,住院次数,entailment
手术次数,手术次数,entailment
体检次数,体检次数,entailment
疫苗接种次数,疫苗接种次数,entailment
总费用,总费用,entailment
挂号费用,挂号费用,entailment
门诊费用,门诊费用,entailment
急诊费用,急诊费用,entailment
住院费用,住院费,entailment
个人承担费用,个人承担费用,entailment
医保费用,医保费用,entailment
减免费用,减免费用,entailment
献血量,献血量,entailment
献血次数,献血次数,entailment
姓名,姓名,entailment
性别,性别,entailment
国籍,国籍,entailment
证件类型,身份证件类型,entailment
证件号码,身份证件号码,entailment
手机号码,联系电话,entailment
到达后详细地址,当前所在详址,entailment
健康状态(绿码、黄码、红码等),健康码状态,entailment
当前所在省（自治区、直辖市、特别行政区）,所在省,entailment
当前所在城市（州、盟等）,所在地市,entailment
当前所在区（县、县级市等）,所在市县区,entailment
当前所在街道（乡、镇）,所在乡镇街道,entailment
当前所在社区（村、居委会）,所在社区,entailment
当前所在居住区,所在居住区,entailment
健康码生成时间,健康码生成时间,entailment
有效截止日期,有效期截止日期,entailment
管理机构名称,管理机构名称,entailment
管理机构代码,管理机构代码,entailment
证件类型,身份证件类型,entailment
证件号码,身份证件号码,entailment
姓名,姓名,entailment
性别,性别,entailment
国籍,国籍,entailment
民族,民族,entailment
出生日期,出生日期,entailment
户籍所在地,户籍地,entailment
婚姻状况,婚姻状况,entailment
死亡证明编号,死亡证明编号,entailment
死亡原因代码,死亡原因编码,entailment
死亡原因,死亡原因,entailment
死亡日期,死亡日期,entailment
死亡信息来源部门,死亡信息来源部门,entailment
居民死亡殡葬证编号,殡葬证编号,entailment
家属姓名,家属姓名,entailment
家属身份证号,家属身份证件号码,entailment
家属联系方式,家属联系电话,entailment
家属地址,死者家属地址,entailment
户籍注销日期,户籍注销日期,entailment
户籍注销派出所名称,户籍注销派出所,entailment
火化日期,火化日期,entailment
火化证件编号,火化证编号,entailment
火化殡仪馆,所属殡仪馆,entailment
土葬日期,土葬日期,entailment
墓穴证号码,墓穴证编号,entailment
证件类型,身份证件类型,entailment
证件号码,身份证件号码,entailment
姓名,姓名,entailment
性别,性别,entailment
国籍,国籍,entailment
民族,民族,entailment
出生日期,出生日期,entailment
户籍所在地详址,户籍地址区划内详细地址,entailment
死亡证明编号,死亡证明编号,entailment
死亡证明出具单位代码,死亡证明出具单位代码,entailment
死亡证明出具单位名称,死亡证明出具单位,entailment
死亡日期,死亡日期,entailment
死亡原因编码,死亡原因编码,entailment
死亡原因名称,死亡原因,entailment
家属姓名,家属姓名,entailment
家属身份证号码,家属身份证件号码,entailment
家属联系方式,家属联系电话,entailment
家属联系地址,家属联系地址,entailment
死亡报卡编号,死亡报卡编号,entailment
死亡报卡类型代码,死亡报卡类型代码,entailment
死亡报卡类型名称,死亡报卡类型,entailment
死亡证编号,死亡证明编号,entailment
姓名,姓名,entailment
性别名称,性别,entailment
民族名称,民族,entailment
国籍名称,国籍,entailment
证件类型代码,身份证件类型代码,entailment
证件类型名称,身份证件类型,entailment
证件号码,身份证件号码,entailment
死者婚姻状况名称,死者婚姻状况,entailment
死者文化程度名称,死者文化程度,entailment
从业状况名称,从业状况,entailment
主要职业与工种主要职业与工种名称,主要职业与工种,entailment
是否婴幼儿、学龄前儿童,是否婴幼儿、学龄前儿童,entailment
是否弱智名称,是否弱智,entailment
出生日期,出生日期,entailment
死亡日期,死亡日期,entailment
死亡日期时间,死亡时间,entailment
实足年龄,实足年龄,entailment
死亡地点类别名称,死亡地点类别,entailment
生前工作单位,死者生前工作单位,entailment
户籍地址-省（自治区、直辖市），证件类型为【01 身份证】时必填,户籍地址省,entailment
户籍地址-省（自治区、直辖市），证件类型为【01 身份证】时必填,户籍地址省,entailment
户籍地址-市（地区），户籍地址-省为本省市时必填,户籍地址市,entailment
户籍地址-市（地区），户籍地址-省为本省市时必填,户籍地址市,entailment
户籍地址-县（区）户籍地址-省为本省市时必填,户籍地址县区,entailment
户籍地址-县（区）户籍地址-省为本省市时必填,户籍地址县区,entailment
户籍地址-乡（镇、街道办事处）,户籍地址乡镇,entailment
户籍地址-乡（镇、街道办事处）,户籍地址乡镇,entailment
户籍地-居委,户籍地居委会,entailment
户籍地-居委,户籍地居委会,entailment
户籍地址-村（街、路、弄）,户籍地址村,entailment
户籍地址-门牌号,户籍地址门牌号,entailment
现居住地-省（自治区、直辖市）,现居地址省,entailment
现居住地-省（自治区、直辖市）,现居地址省,entailment
现居住地-市（地区）,现居地址市,entailment
现居住地-市（地区）,现居地址市,entailment
现居住地-县（区）,现居地址县区,entailment
现居住地-县（区）,现居地址县区,entailment
现居住地-乡（镇、街道）,现居地址乡镇,entailment
现居住地-乡（镇、街道）,现居地址乡镇,entailment
现居住地-居委,现居地址居委会,entailment
现居住地-居委,现居地址居委会,entailment
现居住地-村（路、街、弄）,现居地址村,entailment
现居住地-门牌号,现居地址门牌号,entailment
联系人姓名,联系人姓名,entailment
家属身份证号,家属身份证件号码,entailment
联系人地址,联系人地址,entailment
联系人电话,联系人电话,entailment
直接死亡原因名称a,直接死亡原因,entailment
发病日期A,发病日期,entailment
直接死亡原因名称b,直接死亡原因,entailment
发病日期B,发病日期,entailment
直接死亡原因名称c,直接死亡原因,entailment
发病日期c,发病日期,entailment
直接死亡原因名称d,直接死亡原因,entailment
发病日期d,发病日期,entailment
其他疾病诊断名称1,其他疾病诊断,entailment
其他疾病诊断名称2,其他疾病诊断,entailment
其他疾病诊断名称3,其他疾病诊断,entailment
疾病的最高诊断医院名称,最高诊断医院,entailment
死亡医院名称，当死亡医院代码为空时必填名称,死亡医院,entailment
死亡最高诊断依据类别代码,死亡最高诊断依据类别代码,entailment
死亡最高诊断依据类别名称,死亡最高诊断依据类别,entailment
住院号,住院号,entailment
报告者姓名,死亡报告者,entailment
报告日期,检验报告日期,entailment
填报单位名称,填报单位,entailment
死亡原因代码,死亡原因编码,entailment
死亡原因名称,死亡原因,entailment
根本死因代码,根本死因代码,entailment
死者生前病史及症状体征,死者生前病史及症状体征,entailment
姓名,姓名,entailment
公民身份证号,公民身份号码,entailment
行政区划代码,行政区划代码,entailment
社会保障号码,社会保障号码,entailment
单位名称,单位名称,entailment
统一社会信用代码,统一社会信用代码,entailment
人员参保状态,社保参保状态,entailment
个人缴费状态,个人缴费状态,entailment
开始日期,社保参保开始日期,entailment
终止日期,终止日期,entailment
险种类型,险种,entailment
姓名,姓名,entailment
公民身份证号,公民身份号码,entailment
机构名称,工作单位,entailment
机构统一社会信用代码,工作单位统一社会信用代码,entailment
机构所在行政区划,行政区划名称,entailment
登记日期,登记日期,entailment
工作岗位,任职岗位,entailment
姓名,姓名,entailment
公民身份证号,公民身份号码,entailment
兵役状况,兵役状况,entailment
姓名,姓名,entailment
公民身份证号,公民身份号码,entailment
工作单位,工作单位,entailment
所在行政区划,行政区划名称,entailment
开始日期,社保参保开始日期,entailment
结束日期,工作结束日期,entailment
是否退休申请单位,是否退休申请单位,entailment
离退休类别,离退休类别,entailment
离退休核发单位,核发单位,entailment
离退休核发时间,证件核发日期,entailment
被鉴定人姓名,劳动能力程度被鉴定人姓名,entailment
证件类型,身份证件类型,entailment
被鉴定人证件号码,劳动能力被鉴定人身份证件号码,entailment
残疾等级,残疾等级,entailment
残疾性质,残疾性质,entailment
工作单位,工作单位,entailment
疾病名称,疾病名称,entailment
鉴定结论,劳动能力鉴定结论,entailment
制发日期,发证日期,entailment
行政区划代码,行政区划代码,entailment
行政区划名称,行政区划名称,entailment
立案数,立案数,entailment
结案数,结案数,entailment
统计月份,统计月份,entailment
姓名,姓名,entailment
公民身份证号,公民身份号码,entailment
工作单位,工作单位,entailment
从事职业名称,职业,entailment
从事开始日期,从事开始日期,entailment
从事结束日期,从事结束日期,entailment
救助类型,救助类别,entailment
救助人身份证号,救助人身份证件号码,entailment
户口性质,户口性质,entailment
家庭总人口,家庭总人口数,entailment
居住地址,居住地址,entailment
联系电话,联系电话,entailment
累计收入,累计收入金额,entailment
月人均收入,人均月收入金额,entailment
年份,救助年份,entailment
月份,救助月份,entailment
户籍地址,户籍地址,entailment
申请类别,救助申请类别,entailment
致贫原因,致贫原因,entailment
低保类别,低保类别,entailment
申请救助原因,申请救助原因,entailment
累计月份,救助累计月份,entailment
累计支出,累计支出金额,entailment
保障标准,保障标准,entailment
生活补助金,生活补助金,entailment
残疾补差金,救助人员残疾补差金,entailment
其他补助金,救助人员其他补助金,entailment
总发放金额,救助总发放金额,entailment
调查时间,救助对象调查时间,entailment
调查结果,救助对象调查结果,entailment
区划编码,行政区划代码,entailment
救助类型,救助类别,entailment
身份证,公民身份号码,entailment
姓名,姓名,entailment
户号,户号,entailment
性别,性别,entailment
出生日期,出生日期,entailment
民族,民族,entailment
文化程度,学历,entailment
健康状况,健康状况,entailment
婚姻状况,婚姻状况,entailment
职业状况,职业状况,entailment
政治面貌,政治面貌,entailment
户口性质,户口性质,entailment
行政区划,行政区划名称,entailment
优抚类别,优抚类别,entailment
姓名,姓名,entailment
民族,民族,entailment
性别,性别,entailment
户口类别,户口类别,entailment
出生日期,出生日期,entailment
实际居住地址,实际居住地址,entailment
婚姻状况,婚姻状况,entailment
身份证号,公民身份号码,entailment
行政区划代码,行政区划代码,entailment
优抚对象状态,优抚对象状态,entailment
入伍（参加工作）日期,入伍参加工作日期,entailment
退伍（离退休）日期,退伍离退休日期,entailment
户口簿上地址,户籍地址区划内详细地址,entailment
户口簿上户口类别,户口类别,entailment
优抚证书编号,优抚证书编号,entailment
就业情况,就业情况,entailment
是否属于孤老,是否属于孤老,entailment
是否属于孤儿,是否属于孤儿,entailment
开始享受待遇年度,开始享受待遇年度,entailment
停止享受待遇年度,停止享受待遇年度,entailment
申请日期,申请日期,entailment
联系电话,联系电话,entailment
是否享受低保待遇,是否享受低保待遇,entailment
殡葬死亡日期,殡葬死亡日期,entailment
殡葬火化日期,殡葬火化日期,entailment
所属区县代码,所属区县代码,entailment
所属区县名称,所属区县,entailment
优抚原因说明,优抚原因说明,entailment
姓名,姓名,entailment
身份证件号码,身份证件号码,entailment
缴费期别,社保缴费期别,entailment
单位名称,单位名称,entailment
行政区划代码,行政区划代码,entailment
社会保障号码,社会保障号码,entailment
人员参保状态,社保参保状态,entailment
个人缴费状态,个人缴费状态,entailment
医疗保险单位实缴金额,社保单位实缴金额,entailment
医疗保险个人实缴金额,社保个人实缴金额,entailment
医疗保险应缴总金额,社保应缴总金额,entailment
医疗保险实缴总金额,社保实缴总金额,entailment
医疗保险账户余额,医疗保险账户余额,entailment
养老保险单位实缴金额,社保单位实缴金额,entailment
养老保险个人实缴金额,社保个人实缴金额,entailment
养老保险应缴总金额,社保应缴总金额,entailment
养老保险实缴总金额,社保实缴总金额,entailment
工伤保险单位实缴金额,社保单位实缴金额,entailment
工伤保险个人实缴金额,社保个人实缴金额,entailment
工伤保险应缴总金额,社保应缴总金额,entailment
工伤保险实缴总金额,社保实缴总金额,entailment
失业保险单位实缴金额,社保单位实缴金额,entailment
失业保险个人实缴金额,社保个人实缴金额,entailment
失业保险应缴总金额,社保应缴总金额,entailment
失业保险实缴总金额,社保实缴总金额,entailment
生育保险单位实缴金额,社保单位实缴金额,entailment
生育保险个人实缴金额,社保个人实缴金额,entailment
生育保险应缴总金额,社保应缴总金额,entailment
生育保险实缴总金额,社保实缴总金额,entailment
公积金个人账号,个人公积金账号,entailment
公积金个人月缴存比例（%）,个人月缴存比例,entailment
公积金单位月缴存比例（%）,单位月缴存比例,entailment
公积金个人月缴存金额,个人月缴存金额,entailment
公积金单位月缴存金额,单位月缴存金额,entailment
公积金实缴总金额,实缴总金额,entailment
公积金账户余额,公积金账户余额,entailment
行政区划代码,行政区划代码,entailment
统计年月,统计年月,entailment
边缘救助人员数,边缘救助人员数,entailment
低保救助人员数,低保救助人员数,entailment
临时救助人员数,临时救助人员数,entailment
医疗救助人员数,医疗救助人员数,entailment
优抚对象人员数,优抚对象人员数,entailment
居家养老服务人员数,居家养老服务人员数,entailment
收养登记人员数,收养登记人员数,entailment
行政区划代码,行政区划代码,entailment
统计年月,统计年月,entailment
实有人口数,实有人口数,entailment
医疗保险缴纳人数,社保缴纳人数,entailment
